,date,game_key,배민관,신정락,유경국,김지용,이창호,임찬규,송윤준,윤지웅,임정우,최성훈,이준형,소사,류제국,허프,김대현,유재유,고우석,손주영,이창율,이찬혁,신승현,이동현,장진용,차우찬,진해수,유원상,봉중근,정찬헌,최동환,여건욱
10,2017-04-13,20170413LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6923076923076924, 8.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.793103448275862, 1.0344827586206897, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.1, 1.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6428571428571428, 0.7142857142857143, 4.0, 7.0]","[0, 0, 5.4, 1.6, 7.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.25, 4.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.105263157894737, 8.0, 6.333333333333333]","[0, 0, 5.4, 0.6, 6, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.5, 2.0, 0.8888888888888888]","[0, 0, 7.363636363636363, 2.181818181818182, 1.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]"
11,2017-04-14,20170414KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 1.5, 2.6666666666666665, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.0344827586206897, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.1, 1.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6428571428571428, 0.7142857142857143, 4.0, 7.0]","[1, 0, 3.272727272727273, 1.5454545454545454, 3.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 4.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.105263157894737, 8.0, 6.333333333333333]","[0, 1, 4.909090909090909, 0.5454545454545455, 7, 0.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 0.8888888888888888]","[0, 0, 7.363636363636363, 2.181818181818182, 1.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]"
12,2017-04-15,20170415KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.5, 2.6666666666666665, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0714285714285714, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 8.1, 1.7999999999999998, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.0344827586206897, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.9090909090909092, 1.3333333333333333, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6428571428571428, 0.7142857142857143, 4.0, 7.0]","[0, 0, 3.272727272727273, 1.5454545454545454, 3.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1739130434782608, 0.7826086956521738, 4.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.105263157894737, 8.0, 6.333333333333333]","[0, 1, 3.8571428571428568, 0.6428571428571428, 8, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 2.3333333333333335, 0.6666666666666666, 0.75]","[0, 0, 7.363636363636363, 2.181818181818182, 1.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]"
13,2017-04-16,20170416KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.588235294117647, 1.4117647058823528, 2.6666666666666665, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.7894736842105263, 2.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.7999999999999998, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.0344827586206897, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.6153846153846154, 1.3333333333333333, 0.7222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6428571428571428, 0.7142857142857143, 4.0, 7.0]","[0, 0, 3.272727272727273, 1.5454545454545454, 3.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.7826086956521738, 4.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7, 1.05, 17.0, 6.666666666666667]","[0, 0, 3.8571428571428568, 0.6428571428571428, 8, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 0.6666666666666666, 0.75]","[0, 1, 6.75, 2.5, 1.6666666666666667, 0.8]","[0, 0, 0, 0, 0, 0]"
14,2017-04-18,20170418LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 1.4117647058823528, 2.6666666666666665, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.7894736842105263, 2.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.7999999999999998, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.0344827586206897, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.5, 1.6666666666666667, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.8571428571428571, 0.8571428571428571, 3.75, 7.0]","[0, 0, 3.272727272727273, 1.5454545454545454, 3.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.7826086956521738, 4.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.05, 17.0, 6.666666666666667]","[0, 1, 3.0, 0.5, 10, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.1, 3.3, 0.4, 0.6666666666666667]","[0, 0, 6.75, 2.5, 1.6666666666666667, 0.8]","[0, 0, 0, 0, 0, 0]"
15,2017-04-19,20170419LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 1.4117647058823528, 2.6666666666666665, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.7894736842105263, 2.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.7999999999999998, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.0344827586206897, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8571428571428571, 0.8571428571428571, 3.75, 7.0]","[0, 0, 3.272727272727273, 1.5454545454545454, 3.0, 5.5]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.0384615384615385, 0.8076923076923077, 4.0, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.05, 17.0, 6.666666666666667]","[0, 0, 3.0, 0.5, 10, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 3.3, 0.4, 0.6666666666666667]","[0, 1, 5.785714285714286, 2.571428571428571, 2.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]"
16,2017-04-20,20170420LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.2857142857142856, 1.2857142857142858, 2.25, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 2.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.7999999999999998, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.951219512195122, 1.1707317073170733, 2.0, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8571428571428571, 0.8571428571428571, 3.75, 7.0]","[1, 0, 3.0, 1.3333333333333333, 4.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.8076923076923077, 4.0, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.05, 17.0, 6.666666666666667]","[0, 1, 2.571428571428571, 0.42857142857142855, 10, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 3.3, 0.4, 0.6666666666666667]","[0, 0, 5.785714285714286, 2.571428571428571, 2.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]"
17,2017-04-21,20170421HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.2272727272727273, 1.3636363636363638, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8076923076923077, 2.5, 1.238095238095238]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.2399999999999998, 1.0799999999999998, 1.0, 4.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7674418604651163, 1.1860465116279069, 2.0, 3.5833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8571428571428571, 0.8571428571428571, 3.75, 7.0]","[0, 0, 3.0, 1.3333333333333333, 4.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.8076923076923077, 4.0, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.05, 17.0, 6.666666666666667]","[0, 1, 2.16, 0.36, 12, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 3.272727272727273, 0.5, 0.611111111111111]","[0, 0, 5.785714285714286, 2.571428571428571, 2.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]"
18,2017-04-22,20170422HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.3636363636363638, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8076923076923077, 2.5, 1.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.0799999999999998, 1.0, 4.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7674418604651163, 1.1860465116279069, 2.0, 3.5833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8571428571428571, 0.8571428571428571, 3.75, 7.0]","[0, 0, 3.0, 1.3333333333333333, 4.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.8076923076923077, 4.0, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.125, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.436363636363636, 1.3636363636363638, 7.0, 6.111111111111111]","[0, 0, 2.16, 0.36, 12, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 3.272727272727273, 0.5, 0.611111111111111]","[0, 1, 4.764705882352941, 2.2941176470588234, 2.0, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]"
19,2017-04-23,20170423HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.3636363636363638, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8888888888888888, 1.6666666666666667, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.0799999999999998, 1.0, 4.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.295454545454545, 1.2954545454545454, 2.5, 2.933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.2857142857142856, 0.8928571428571429, 3.6, 7.0]","[0, 0, 3.0, 1.3333333333333333, 4.4, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.8076923076923077, 4.0, 2.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.3636363636363638, 7.0, 6.111111111111111]","[0, 0, 2.16, 0.36, 12, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 2.25, 0.6666666666666666, 0.7619047619047619]","[0, 0, 4.764705882352941, 2.2941176470588234, 2.0, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]"
20,2017-04-25,20170425SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.3636363636363638, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8888888888888888, 1.6666666666666667, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.0799999999999998, 1.0, 4.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.4318181818181819, 2.5, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.8928571428571429, 3.6, 7.0]","[0, 0, 3.0, 1.3333333333333333, 4.4, 6.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.571428571428571, 1.0714285714285714, 2.3333333333333335, 2.8]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.125, 1.875, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.3636363636363638, 7.0, 6.111111111111111]","[0, 0, 2.16, 0.36, 12, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 2.25, 0.6666666666666666, 0.7619047619047619]","[0, 1, 3.8571428571428568, 2.142857142857143, 2.6666666666666665, 0.875]","[0, 0, 0, 0, 0, 0]"
21,2017-04-26,20170426SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.3636363636363638, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8888888888888888, 1.6666666666666667, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.0799999999999998, 1.0, 4.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 2.5, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.8928571428571429, 3.6, 7.0]","[1, 0, 3.5217391304347827, 1.391304347826087, 3.5, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.0714285714285714, 2.3333333333333335, 2.8]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.8, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.3636363636363638, 7.0, 6.111111111111111]","[0, 1, 2.076923076923077, 0.46153846153846156, 12, 0.7878787878787878]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 1.7999999999999998, 0.6666666666666666, 0.8333333333333334]","[0, 0, 3.8571428571428568, 2.142857142857143, 2.6666666666666665, 0.875]","[0, 0, 0, 0, 0, 0]"
22,2017-04-27,20170427SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.0384615384615385, 1.2692307692307694, 2.4, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.84375, 2.3333333333333335, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7, 1.125, 1.7142857142857142, 4.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 2.5, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.8928571428571429, 3.6, 7.0]","[0, 0, 3.5217391304347827, 1.391304347826087, 3.5, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.0714285714285714, 2.3333333333333335, 2.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.3636363636363638, 7.0, 6.111111111111111]","[0, 1, 1.9285714285714284, 0.5357142857142857, 14.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 1.826086956521739, 0.7142857142857143, 0.8518518518518519]","[0, 0, 3.8571428571428568, 2.142857142857143, 2.6666666666666665, 0.875]","[0, 0, 0, 0, 0, 0]"
23,2017-04-28,20170428LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.5, 2.4, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.84375, 2.3333333333333335, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.125, 1.7142857142857142, 4.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 2.5, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.8928571428571429, 3.6, 7.0]","[0, 0, 3.5217391304347827, 1.391304347826087, 3.5, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.0714285714285714, 2.3333333333333335, 2.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.552631578947368, 1.3026315789473686, 7.0, 6.333333333333333]","[0, 0, 1.9285714285714284, 0.5357142857142857, 14.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.826086956521739, 0.7142857142857143, 0.8518518518518519]","[0, 0, 3.8571428571428568, 2.142857142857143, 2.6666666666666665, 0.875]","[0, 0, 0, 0, 0, 0]"
24,2017-04-29,20170429LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.5, 2.4, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.84375, 2.3333333333333335, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.125, 1.7142857142857142, 4.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.595744680851063, 1.3404255319148937, 3.0, 2.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.0588235294117647, 0.9117647058823529, 3.6666666666666665, 6.8]","[0, 0, 3.5217391304347827, 1.391304347826087, 3.5, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.0714285714285714, 2.3333333333333335, 2.8]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.2857142857142856, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.3026315789473686, 7.0, 6.333333333333333]","[0, 0, 1.9285714285714284, 0.5357142857142857, 14.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.826086956521739, 0.7142857142857143, 0.8518518518518519]","[0, 1, 3.1153846153846154, 1.8461538461538463, 3.0, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]"
25,2017-04-30,20170430LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.6129032258064515, 1.3548387096774193, 2.6, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 2.0, 1.1]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.125, 1.7142857142857142, 4.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.3404255319148937, 3.0, 2.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5, 1.6666666666666667, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0588235294117647, 0.9117647058823529, 3.6666666666666665, 6.8]","[0, 0, 3.5217391304347827, 1.391304347826087, 3.5, 5.75]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.5, 1.4444444444444444, 2.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.3026315789473686, 7.0, 6.333333333333333]","[0, 1, 1.8620689655172413, 0.5172413793103449, 14.0, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.75, 0.7142857142857143, 0.8]","[0, 1, 2.6129032258064515, 1.5483870967741935, 4.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]"
