,date,game_key,정대현,김건태,박정준,윤영삼,밴헤켄,박종윤,한현희,신재영,조상우,손동욱,이영준,하영민,김윤환,최원태,김해수,박주현,정용준,김정인,박승주,김홍빈,안현석,유재훈,안정훈,이찬석,김성택,오설리반,브리검,오윤성,김성민,황덕균,마정길,오주원,금민철,이보근,양훈,김상수
60,2017-06-11,20170611WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.590000000000001, 1.3199999999999998, 2.3, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.046153846153846, 1.0307692307692307, 3.75, 5.416666666666667]","[0, 0, 4.278688524590164, 1.2131147540983607, 4.0, 6.1]","[0, 0, 5.010309278350515, 1.4536082474226804, 3.5555555555555554, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.108695652173913, 1.3043478260869565, 0.875, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.2561576354679802, 3.7857142857142856, 6.151515151515152]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 1.5, 1.2083333333333333, 3.2, 6.0]","[0, 0, 1.8, 1.2, 1.0, 1.25]","[0, 0, 0.0, 2.0, 1.5, 2.5]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 5.1923076923076925, 1.4134615384615385, 4.0, 1.7333333333333332]","[0, 1, 4.909090909090909, 2.0454545454545454, 1.125, 0.9565217391304348]","[0, 0, 4.909090909090909, 1.5909090909090908, 4.6, 1.0]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 2.7341772151898733, 1.1012658227848102, 2.875, 1.0533333333333332]"
61,2017-06-13,20170613NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.590000000000001, 1.3199999999999998, 2.3, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 4.278688524590164, 1.2131147540983607, 4.0, 6.1]","[0, 0, 5.010309278350515, 1.4536082474226804, 3.5555555555555554, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.108695652173913, 1.3043478260869565, 0.875, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.2561576354679802, 3.7857142857142856, 6.151515151515152]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 1.5, 1.2083333333333333, 3.2, 6.0]","[0, 1, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 0.0, 2.0, 1.5, 2.5]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 5.046728971962617, 1.3738317757009346, 4.166666666666667, 1.6984126984126984]","[0, 1, 4.695652173913043, 2.0434782608695654, 1.0, 0.9583333333333334]","[0, 0, 4.909090909090909, 1.5909090909090908, 4.6, 1.0]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 2.7341772151898733, 1.1012658227848102, 2.875, 1.0533333333333332]"
62,2017-06-14,20170614NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.590000000000001, 1.3199999999999998, 2.3, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 4.278688524590164, 1.2131147540983607, 4.0, 6.1]","[0, 0, 5.010309278350515, 1.4536082474226804, 3.5555555555555554, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.0, 1.3888888888888888, 0.7272727272727273, 1.5]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.375565610859728, 1.2352941176470587, 4.066666666666666, 6.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 1.5, 1.2083333333333333, 3.2, 6.0]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 0.0, 2.0, 1.5, 2.5]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 4.909090909090909, 1.3636363636363638, 4.5, 1.6666666666666665]","[0, 0, 4.695652173913043, 2.0434782608695654, 1.0, 0.9583333333333334]","[0, 0, 4.909090909090909, 1.5909090909090908, 4.6, 1.0]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 2.7, 1.0875, 2.875, 1.0256410256410258]"
63,2017-06-15,20170615NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 1, 0, 0, 0, 0]","[0, 0, 4.590000000000001, 1.3199999999999998, 2.3, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[1, 0, 4.298507462686567, 1.2238805970149254, 4.25, 6.090909090909091]","[0, 0, 5.010309278350515, 1.4536082474226804, 3.5555555555555554, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.789473684210526, 1.4736842105263157, 0.6666666666666666, 1.4615384615384615]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.375565610859728, 1.2352941176470587, 4.066666666666666, 6.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 1.5, 1.2083333333333333, 3.2, 6.0]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 0.0, 2.0, 1.5, 2.5]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.909090909090909, 1.3636363636363638, 4.5, 1.6666666666666665]","[0, 0, 4.695652173913043, 2.0434782608695654, 1.0, 0.9583333333333334]","[0, 0, 4.909090909090909, 1.5909090909090908, 4.6, 1.0]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 2.541176470588235, 1.0588235294117647, 2.875, 1.0493827160493827]"
64,2017-06-16,20170616LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.590000000000001, 1.3199999999999998, 2.3, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 4.298507462686567, 1.2238805970149254, 4.25, 6.090909090909091]","[0, 0, 5.010309278350515, 1.4536082474226804, 3.5555555555555554, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.4736842105263157, 0.6666666666666666, 1.4615384615384615]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.375565610859728, 1.2352941176470587, 4.066666666666666, 6.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[1, 0, 1.7419354838709677, 1.2580645161290323, 3.1666666666666665, 6.2]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 0.0, 2.0, 1.5, 2.5]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.909090909090909, 1.3636363636363638, 4.5, 1.6666666666666665]","[0, 0, 4.695652173913043, 2.0434782608695654, 1.0, 0.9583333333333334]","[0, 0, 4.909090909090909, 1.5909090909090908, 4.6, 1.0]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 2.793103448275862, 1.103448275862069, 2.875, 1.0357142857142858]"
65,2017-06-17,20170617LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.663636363636364, 1.4727272727272729, 2.0, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 4.298507462686567, 1.2238805970149254, 4.25, 6.090909090909091]","[0, 0, 5.010309278350515, 1.4536082474226804, 3.5555555555555554, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.4736842105263157, 0.6666666666666666, 1.4615384615384615]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.375565610859728, 1.2352941176470587, 4.066666666666666, 6.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 1.7419354838709677, 1.2580645161290323, 3.1666666666666665, 6.2]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 0.0, 2.0, 1.5, 2.5]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 4.909090909090909, 1.3636363636363638, 4.5, 1.6666666666666665]","[0, 0, 4.695652173913043, 2.0434782608695654, 1.0, 0.9583333333333334]","[0, 0, 4.909090909090909, 1.5909090909090908, 4.6, 1.0]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 2.793103448275862, 1.103448275862069, 2.875, 1.0357142857142858]"
66,2017-06-18,20170618LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.663636363636364, 1.4727272727272729, 2.0, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 4.298507462686567, 1.2238805970149254, 4.25, 6.090909090909091]","[0, 0, 5.010309278350515, 1.4536082474226804, 3.5555555555555554, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9193548387096775, 1.5, 0.5333333333333333, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.375565610859728, 1.2352941176470587, 4.066666666666666, 6.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 1.7419354838709677, 1.2580645161290323, 3.1666666666666665, 6.2]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 1, 4.090909090909091, 1.8181818181818181, 0.7, 3.6666666666666665]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 5.108108108108109, 1.4594594594594594, 4.666666666666667, 1.608695652173913]","[1, 0, 5.0, 2.111111111111111, 0.9047619047619048, 1.08]","[0, 0, 4.909090909090909, 1.5909090909090908, 4.6, 1.0]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 2.793103448275862, 1.103448275862069, 2.875, 1.0357142857142858]"
67,2017-06-20,20170620WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 1, 0.0, 1.25, 3.0, 4.0]","[0, 0, 4.663636363636364, 1.4727272727272729, 2.0, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 4.298507462686567, 1.2238805970149254, 4.25, 6.090909090909091]","[0, 1, 5.447368421052631, 1.5789473684210527, 3.272727272727273, 4.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9193548387096775, 1.5, 0.5333333333333333, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.377118644067797, 1.2457627118644068, 4.4, 6.051282051282052]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 1.7419354838709677, 1.2580645161290323, 3.1666666666666665, 6.2]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.090909090909091, 1.8181818181818181, 0.7, 3.6666666666666665]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 5.108108108108109, 1.4594594594594594, 4.666666666666667, 1.608695652173913]","[0, 0, 5.0, 2.111111111111111, 0.9047619047619048, 1.08]","[0, 0, 4.909090909090909, 1.5909090909090908, 4.6, 1.0]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 2.793103448275862, 1.103448275862069, 2.875, 1.0357142857142858]"
68,2017-06-21,20170621WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 0.0, 1.25, 3.0, 4.0]","[0, 0, 4.663636363636364, 1.4727272727272729, 2.0, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[1, 0, 4.242857142857143, 1.2428571428571429, 4.0, 5.833333333333333]","[0, 0, 5.447368421052631, 1.5789473684210527, 3.272727272727273, 4.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9705882352941178, 1.588235294117647, 0.7333333333333333, 1.5111111111111113]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.377118644067797, 1.2457627118644068, 4.4, 6.051282051282052]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 1.7419354838709677, 1.2580645161290323, 3.1666666666666665, 6.2]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.090909090909091, 1.8181818181818181, 0.7, 3.6666666666666665]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 5.108108108108109, 1.4594594594594594, 4.666666666666667, 1.608695652173913]","[0, 0, 5.0, 2.111111111111111, 0.9047619047619048, 1.08]","[0, 1, 4.695652173913043, 1.565217391304348, 5.2, 1.0]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 2.7, 1.0666666666666667, 3.0, 1.0344827586206897]"
69,2017-06-22,20170622WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 0.0, 1.25, 3.0, 4.0]","[0, 0, 4.663636363636364, 1.4727272727272729, 2.0, 5.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 4.242857142857143, 1.2428571428571429, 4.0, 5.833333333333333]","[0, 1, 5.538461538461538, 1.6153846153846154, 3.3636363636363638, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.802816901408451, 1.5633802816901408, 0.6875, 1.4791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.377118644067797, 1.2457627118644068, 4.4, 6.051282051282052]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[1, 0, 1.6153846153846154, 1.1794871794871795, 3.0, 6.5]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 4.090909090909091, 1.8181818181818181, 0.7, 3.6666666666666665]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 5.2105263157894735, 1.4736842105263157, 4.666666666666667, 1.5833333333333333]","[0, 0, 5.0, 2.111111111111111, 0.9047619047619048, 1.08]","[0, 0, 4.695652173913043, 1.565217391304348, 5.2, 1.0]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 1, 2.6129032258064515, 1.032258064516129, 3.125, 1.0333333333333334]"
70,2017-06-23,20170623LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 0.0, 1.25, 3.0, 4.0]","[1, 0, 4.21875, 1.3359375, 2.357142857142857, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 4.242857142857143, 1.2428571428571429, 4.0, 5.833333333333333]","[0, 0, 5.538461538461538, 1.6153846153846154, 3.3636363636363638, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.802816901408451, 1.5633802816901408, 0.6875, 1.4791666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.377118644067797, 1.2457627118644068, 4.4, 6.051282051282052]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 1.6153846153846154, 1.1794871794871795, 3.0, 6.5]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 1, 3.75, 1.6666666666666667, 0.8, 3.0]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 0, 5.2105263157894735, 1.4736842105263157, 4.666666666666667, 1.5833333333333333]","[0, 0, 5.0, 2.111111111111111, 0.9047619047619048, 1.08]","[0, 0, 4.695652173913043, 1.565217391304348, 5.2, 1.0]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 2.6129032258064515, 1.032258064516129, 3.125, 1.0333333333333334]"
71,2017-06-24,20170624LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 2.25, 0.75, 4, 1.3333333333333333]","[0, 0, 0.0, 1.25, 3.0, 4.0]","[0, 0, 4.21875, 1.3359375, 2.357142857142857, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.0422535211267605, 3.923076923076923, 5.461538461538462]","[0, 0, 4.242857142857143, 1.2428571428571429, 4.0, 5.833333333333333]","[0, 0, 5.538461538461538, 1.6153846153846154, 3.3636363636363638, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.743243243243244, 1.6216216216216215, 0.6875, 1.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.377118644067797, 1.2457627118644068, 4.4, 6.051282051282052]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.4, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 1.6153846153846154, 1.1794871794871795, 3.0, 6.5]","[0, 0, 4.764705882352941, 1.7647058823529411, 0.6, 1.1333333333333333]","[0, 0, 3.75, 1.6666666666666667, 0.8, 3.0]","[0, 0, 12.6, 2.2, 2.0, 1.6666666666666667]","[0, 0, 8.64, 1.68, 2.0, 1.388888888888889]","[0, 1, 5.538461538461538, 1.4871794871794872, 4.142857142857143, 1.56]","[1, 0, 4.5, 1.96875, 1.0869565217391304, 1.2307692307692308]","[0, 1, 4.5, 1.5, 5.6, 1.0]","[0, 0, 4.909090909090909, 1.5454545454545454, 0.6666666666666666, 1.8333333333333333]","[0, 0, 2.6129032258064515, 1.032258064516129, 3.125, 1.0333333333333334]"
