,date,game_key,장민익,임진우,이현호,안규영,니퍼트,함덕주,홍영현,한주성,최병욱,전용훈,남경호,고봉재,보우덴,이영하,김명신,문대원,지윤,박성환,박치국,전태준,김성배,김승회,장원준,이현승,이용찬,이원재,이용호,김강률,홍상삼,진야곱,성영훈,유희관,조승수,오현택,고원준
10,2017-04-13,20170413HTOB0,"[0, 1, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.552631578947368, 1.3421052631578947, 1.3333333333333333, 6.333333333333333]","[0, 0, 3.8571428571428568, 1.9285714285714284, 1.6, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.6153846153846154, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 0.8571428571428571, 5, 1.1666666666666667]","[0, 0, 2.16, 1.2, 1.0, 1.388888888888889]","[0, 0, 0.0, 0.6666666666666666, 3.0, 6.0]","[0, 1, 3.6, 1.6, 2.0, 1.25]","[0, 0, 11.571428571428571, 3.0, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0.0, 0.8, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 2.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
11,2017-04-14,20170414OBNC0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.3421052631578947, 1.3333333333333333, 6.333333333333333]","[0, 0, 3.8571428571428568, 1.9285714285714284, 1.6, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.6153846153846154, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 0.8571428571428571, 5, 1.1666666666666667]","[0, 0, 2.16, 1.2, 1.0, 1.388888888888889]","[0, 0, 0.0, 0.6666666666666666, 3.0, 6.0]","[0, 0, 3.6, 1.6, 2.0, 1.25]","[0, 1, 10.125, 2.625, 0.6666666666666666, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.363636363636363, 1.8181818181818181, 2.6666666666666665, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
12,2017-04-15,20170415OBNC0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.3421052631578947, 1.3333333333333333, 6.333333333333333]","[0, 0, 3.8571428571428568, 1.9285714285714284, 1.6, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.75, 1.5, 5.0, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 0.7058823529411764, 6, 1.1333333333333333]","[0, 1, 5.1923076923076925, 1.6153846153846154, 0.8, 1.238095238095238]","[0, 0, 0.0, 0.6666666666666666, 3.0, 6.0]","[0, 0, 3.6, 1.6, 2.0, 1.25]","[0, 0, 10.125, 2.625, 0.6666666666666666, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0.0, 0.8, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.8181818181818181, 2.6666666666666665, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
13,2017-04-16,20170416OBNC0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.3421052631578947, 1.3333333333333333, 6.333333333333333]","[0, 0, 3.8571428571428568, 1.9285714285714284, 1.6, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 5.0, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 0.7058823529411764, 6, 1.1333333333333333]","[0, 0, 5.1923076923076925, 1.6153846153846154, 0.8, 1.238095238095238]","[1, 0, 3.176470588235294, 1.1470588235294117, 3.0, 5.666666666666667]","[0, 0, 3.6, 1.6, 2.0, 1.25]","[0, 0, 10.125, 2.625, 0.6666666666666666, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 2.0, 1.0, 1.0]","[0, 1, 2.7, 1.05, 2.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.8181818181818181, 2.6666666666666665, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
14,2017-04-18,20170418SSOB0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.3421052631578947, 1.3333333333333333, 6.333333333333333]","[1, 0, 1.8620689655172413, 1.4482758620689655, 1.4285714285714286, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 5.0, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 0.8181818181818182, 6, 1.222222222222222]","[0, 1, 4.5, 1.5, 0.8, 1.25]","[0, 0, 3.176470588235294, 1.1470588235294117, 3.0, 5.666666666666667]","[0, 1, 4.5, 1.6666666666666667, 3.0, 1.2]","[0, 1, 7.363636363636363, 3.0, 1.3333333333333333, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.6666666666666667, 1.3333333333333333, 1.0]","[0, 0, 2.7, 1.05, 2.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.8181818181818181, 2.6666666666666665, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
15,2017-04-19,20170419SSOB0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6610169491525424, 1.3220338983050848, 1.4444444444444444, 6.555555555555556]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.4285714285714286, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 5.0, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 0.8181818181818182, 6, 1.222222222222222]","[0, 0, 4.5, 1.5, 0.8, 1.25]","[0, 0, 3.176470588235294, 1.1470588235294117, 3.0, 5.666666666666667]","[0, 1, 3.375, 1.25, 4.0, 1.3333333333333333]","[0, 1, 4.764705882352941, 2.1176470588235294, 1.3333333333333333, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 1.3333333333333333, 1.0]","[0, 0, 2.7, 1.05, 2.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.8181818181818181, 2.6666666666666665, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
16,2017-04-20,20170420SSOB0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6610169491525424, 1.3220338983050848, 1.4444444444444444, 6.555555555555556]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.4285714285714286, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 5.0, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 0.8181818181818182, 6, 1.222222222222222]","[0, 0, 4.5, 1.5, 0.8, 1.25]","[0, 0, 3.176470588235294, 1.1470588235294117, 3.0, 5.666666666666667]","[0, 0, 3.375, 1.25, 4.0, 1.3333333333333333]","[0, 1, 3.8571428571428568, 1.7142857142857142, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 1.3333333333333333, 1.0]","[0, 0, 2.7, 1.05, 2.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.2105263157894735, 1.4210526315789473, 4.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
17,2017-04-21,20170421OBSK0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6610169491525424, 1.3220338983050848, 1.4444444444444444, 6.555555555555556]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.4285714285714286, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.651162790697675, 1.4651162790697674, 4.5, 2.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.090909090909091, 3.0, 1.0476190476190477]","[0, 0, 4.5, 1.5, 0.8, 1.25]","[0, 0, 3.176470588235294, 1.1470588235294117, 3.0, 5.666666666666667]","[0, 0, 3.375, 1.25, 4.0, 1.3333333333333333]","[0, 0, 3.8571428571428568, 1.7142857142857142, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 2.0, 1.75, 1.25]","[0, 1, 2.571428571428571, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2105263157894735, 1.4210526315789473, 4.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
18,2017-04-22,20170422OBSK0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6610169491525424, 1.3220338983050848, 1.4444444444444444, 6.555555555555556]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.4285714285714286, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.651162790697675, 1.4651162790697674, 4.5, 2.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.125, 4.0, 1.0]","[0, 1, 4.5, 1.6, 0.6666666666666666, 1.1111111111111112]","[1, 0, 4.0, 1.3888888888888888, 3.25, 6.0]","[0, 0, 3.375, 1.25, 4.0, 1.3333333333333333]","[0, 0, 3.8571428571428568, 1.7142857142857142, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 2.0, 1.75, 1.25]","[0, 0, 2.571428571428571, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2105263157894735, 1.4210526315789473, 4.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
19,2017-04-23,20170423OBSK0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6610169491525424, 1.3220338983050848, 1.4444444444444444, 6.555555555555556]","[1, 0, 2.2978723404255317, 1.2765957446808511, 1.75, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.651162790697675, 1.4651162790697674, 4.5, 2.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.125, 4.0, 1.0]","[0, 0, 4.5, 1.6, 0.6666666666666666, 1.1111111111111112]","[0, 0, 4.0, 1.3888888888888888, 3.25, 6.0]","[0, 1, 4.153846153846154, 1.5, 2.0, 1.238095238095238]","[0, 1, 3.375, 1.75, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 2.5263157894736845, 1.6666666666666667, 1.2666666666666666]","[0, 0, 2.571428571428571, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2105263157894735, 1.4210526315789473, 4.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
20,2017-04-25,20170425OBWO0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6610169491525424, 1.3220338983050848, 1.4444444444444444, 6.555555555555556]","[0, 0, 2.2978723404255317, 1.2765957446808511, 1.75, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.1923076923076925, 1.153846153846154, 4.5, 0.9629629629629629]","[0, 1, 5.4, 1.6285714285714286, 0.6666666666666666, 1.1666666666666665]","[0, 0, 4.0, 1.3888888888888888, 3.25, 6.0]","[0, 0, 4.153846153846154, 1.5, 2.0, 1.238095238095238]","[0, 0, 3.375, 1.75, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 2.5263157894736845, 1.6666666666666667, 1.2666666666666666]","[0, 1, 3.0, 1.1111111111111112, 2.0, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2105263157894735, 1.4210526315789473, 4.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
21,2017-04-26,20170426OBWO0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6610169491525424, 1.3220338983050848, 1.4444444444444444, 6.555555555555556]","[0, 0, 2.2978723404255317, 1.2765957446808511, 1.75, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.153846153846154, 4.5, 0.9629629629629629]","[0, 0, 5.4, 1.6285714285714286, 0.6666666666666666, 1.1666666666666665]","[0, 0, 4.0, 1.3888888888888888, 3.25, 6.0]","[0, 1, 3.7241379310344827, 1.4482758620689655, 2.5, 1.2083333333333333]","[0, 1, 3.0, 1.6666666666666667, 1.8, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 2.5263157894736845, 1.6666666666666667, 1.2666666666666666]","[0, 0, 3.0, 1.1111111111111112, 2.0, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.333333333333333, 1.2592592592592593, 2.857142857142857, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
22,2017-04-27,20170427OBWO0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 2.7692307692307696, 2.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6610169491525424, 1.3220338983050848, 1.4444444444444444, 6.555555555555556]","[0, 0, 2.2978723404255317, 1.2765957446808511, 1.75, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.153846153846154, 4.5, 0.9629629629629629]","[0, 1, 4.609756097560976, 1.5365853658536586, 0.8333333333333334, 1.2424242424242424]","[0, 0, 4.0, 1.3888888888888888, 3.25, 6.0]","[0, 0, 3.7241379310344827, 1.4482758620689655, 2.5, 1.2083333333333333]","[0, 0, 3.0, 1.6666666666666667, 1.8, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 2.0, 1.8333333333333333, 1.3333333333333333]","[0, 0, 3.0, 1.1111111111111112, 2.0, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.333333333333333, 1.2592592592592593, 2.857142857142857, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
23,2017-04-28,20170428LTOB0,"[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 2.7692307692307696, 2.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7, 1.0875, 2.111111111111111, 6.666666666666667]","[0, 0, 2.2978723404255317, 1.2765957446808511, 1.75, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.4375, 3.3333333333333335, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.153846153846154, 4.5, 0.9629629629629629]","[0, 1, 4.295454545454545, 1.5, 0.8333333333333334, 1.222222222222222]","[0, 0, 4.0, 1.3888888888888888, 3.25, 6.0]","[0, 1, 3.0857142857142854, 1.6285714285714286, 1.8333333333333333, 1.2962962962962963]","[0, 1, 3.7241379310344827, 1.8620689655172415, 2.0, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.0, 1.8333333333333333, 1.3333333333333333]","[0, 0, 3.0, 1.1111111111111112, 2.0, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.333333333333333, 1.2592592592592593, 2.857142857142857, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
