,date,game_key,박시영,김원중,정태승,박진형,송주은,박세웅,김유영,박한길,차재용,린드블럼,레일리,김영일,김성재,김남길,마켈,애디튼,이지원,윤성빈,강동호,강영식,정대현,이명우,이정민,윤길현,노경은,손승락,조정훈,김건국,배장호,장시환,이재곤,송승준,진명호
10,2017-04-13,20170413LTSK0,"[0, 0, 4.5, 1.125, 2.3333333333333335, 1.3333333333333333]","[1, 0, 0.8181818181818182, 1.0, 4.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.3636363636363638, 2.3333333333333335, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 1.5, 1.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.054054054054054, 6.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 15.428571428571427, 3.0, 1.0, 0.5833333333333334]","[0, 1, 9.818181818181818, 2.4545454545454546, 7.0, 0.7333333333333333]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 4.909090909090909, 1.6363636363636365, 2, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 0.8, 2.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.4, 6, 1.25]","[0, 0, 0, 0, 0, 0]"
11,2017-04-14,20170414SSLT0,"[0, 1, 3.8571428571428568, 1.2857142857142856, 2.25, 1.3333333333333335]","[0, 0, 0.8181818181818182, 1.0, 4.0, 5.5]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.1153846153846154, 1.3846153846153848, 2.2, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 1.5, 1.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.054054054054054, 6.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 4.5, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 3.0, 1.0, 0.5833333333333334]","[0, 0, 9.818181818181818, 2.4545454545454546, 7.0, 0.7333333333333333]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 1, 3.8571428571428568, 1.7142857142857142, 4.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 0.9473684210526316, 2.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.4, 6, 1.25]","[0, 0, 0, 0, 0, 0]"
12,2017-04-15,20170415SSLT0,"[0, 1, 3.4838709677419355, 1.161290322580645, 2.5, 1.2916666666666667]","[0, 0, 0.8181818181818182, 1.0, 4.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.3846153846153848, 2.2, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 1.5, 1.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.054054054054054, 6.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.6875, 0.75, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 4.5, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 2.4, 1.0, 0.6666666666666667]","[0, 0, 9.818181818181818, 2.4545454545454546, 7.0, 0.7333333333333333]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 1, 3.6, 1.6, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 0.9473684210526316, 2.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.4, 6, 1.25]","[0, 0, 0, 0, 0, 0]"
13,2017-04-16,20170416SSLT0,"[0, 0, 3.4838709677419355, 1.161290322580645, 2.5, 1.2916666666666667]","[0, 0, 0.8181818181818182, 1.0, 4.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.3846153846153848, 2.2, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.5, 1.3333333333333333, 2.6666666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.054054054054054, 6.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.4, 1.0, 0.6666666666666667]","[0, 0, 9.818181818181818, 2.4545454545454546, 7.0, 0.7333333333333333]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.6, 1.6, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 1.3043478260869565, 1.75, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.217391304347826, 1.434782608695652, 9, 1.5333333333333334]","[0, 0, 0, 0, 0, 0]"
14,2017-04-18,20170418NCLT0,"[0, 1, 3.8571428571428568, 1.2, 2.8, 1.2962962962962963]","[0, 0, 0.8181818181818182, 1.0, 4.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.3846153846153848, 2.2, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.3333333333333333, 2.6666666666666665, 6.0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.8620689655172413, 0.9310344827586208, 4.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.642857142857142, 2.357142857142857, 1.0, 0.7777777777777778]","[0, 1, 5.684210526315789, 1.5789473684210527, 5.5, 1.0555555555555556]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.6, 1.6, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.3043478260869565, 1.75, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.434782608695652, 9, 1.5333333333333334]","[0, 0, 0, 0, 0, 0]"
15,2017-04-19,20170419NCLT0,"[0, 0, 3.8571428571428568, 1.2, 2.8, 1.2962962962962963]","[1, 0, 4.378378378378379, 1.4594594594594594, 2.0, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.3846153846153848, 2.2, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.3333333333333333, 2.6666666666666665, 6.0]","[0, 1, 0.0, 2.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 0.9310344827586208, 4.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.9411764705882355, 1.9411764705882353, 1.0, 0.8095238095238095]","[0, 0, 5.684210526315789, 1.5789473684210527, 5.5, 1.0555555555555556]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.6, 1.6, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.3043478260869565, 1.75, 1.277777777777778]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.517241379310345, 1.2413793103448276, 11, 1.611111111111111]","[0, 0, 0, 0, 0, 0]"
16,2017-04-20,20170420NCLT0,"[0, 0, 3.8571428571428568, 1.2, 2.8, 1.2962962962962963]","[0, 0, 4.378378378378379, 1.4594594594594594, 2.0, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.023255813953488, 1.5348837209302324, 2.5714285714285716, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.3333333333333333, 2.6666666666666665, 6.0]","[0, 0, 0.0, 2.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 0.9310344827586208, 4.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 1.9411764705882353, 1.0, 0.8095238095238095]","[0, 1, 6.428571428571428, 1.5714285714285714, 5.5, 1.0]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.6, 1.6, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.16, 1.44, 1.75, 1.1904761904761905]","[0, 1, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.2413793103448276, 11, 1.611111111111111]","[0, 0, 0, 0, 0, 0]"
17,2017-04-21,20170421LTWO0,"[0, 1, 5.4, 1.3714285714285714, 2.3333333333333335, 1.1666666666666665]","[0, 0, 4.378378378378379, 1.4594594594594594, 2.0, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.023255813953488, 1.5348837209302324, 2.5714285714285716, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.3333333333333333, 2.6666666666666665, 6.0]","[0, 0, 0.0, 2.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 0.9310344827586208, 4.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.53125, 0.9375, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 1.9411764705882353, 1.0, 0.8095238095238095]","[0, 0, 6.428571428571428, 1.5714285714285714, 5.5, 1.0]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.6, 1.6, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 1.2857142857142856, 1.75, 1.1666666666666667]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.2413793103448276, 11, 1.611111111111111]","[0, 0, 0, 0, 0, 0]"
18,2017-04-22,20170422LTWO0,"[0, 0, 5.4, 1.3714285714285714, 2.3333333333333335, 1.1666666666666665]","[0, 0, 4.378378378378379, 1.4594594594594594, 2.0, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.023255813953488, 1.5348837209302324, 2.5714285714285716, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.5961538461538463, 1.3846153846153848, 2.2, 5.777777777777778]","[0, 0, 0.0, 2.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 0.9310344827586208, 4.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 0.9375, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 1.9411764705882353, 1.0, 0.8095238095238095]","[0, 0, 6.428571428571428, 1.5714285714285714, 5.5, 1.0]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 1, 3.0, 1.6666666666666667, 7.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.2857142857142856, 1.75, 1.1666666666666667]","[0, 1, 0.0, 0.75, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.2413793103448276, 11, 1.611111111111111]","[0, 0, 0, 0, 0, 0]"
19,2017-04-23,20170423LTWO0,"[0, 1, 4.846153846153846, 1.2307692307692308, 2.3333333333333335, 1.1818181818181819]","[0, 0, 4.378378378378379, 1.4594594594594594, 2.0, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.023255813953488, 1.5348837209302324, 2.5714285714285716, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.3846153846153848, 2.2, 5.777777777777778]","[0, 0, 0.0, 2.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.155844155844156, 1.12987012987013, 4.8, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 0.9375, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 1.9411764705882353, 1.0, 0.8095238095238095]","[0, 1, 5.625, 1.375, 5.5, 1.0]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.0, 1.6666666666666667, 7.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.4, 1.75, 1.1111111111111112]","[0, 0, 0.0, 0.75, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.2413793103448276, 11, 1.611111111111111]","[0, 0, 0, 0, 0, 0]"
20,2017-04-25,20170425HHLT0,"[0, 1, 4.295454545454545, 1.1590909090909092, 2.142857142857143, 1.222222222222222]","[0, 0, 4.378378378378379, 1.4594594594594594, 2.0, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.023255813953488, 1.5348837209302324, 2.5714285714285716, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.3846153846153848, 2.2, 5.777777777777778]","[0, 0, 0.0, 2.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.12987012987013, 4.8, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 0.9375, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 1.9411764705882353, 1.0, 0.8095238095238095]","[0, 0, 5.625, 1.375, 5.5, 1.0]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 1, 3.8571428571428568, 1.7142857142857142, 9.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.4, 1.75, 1.1111111111111112]","[0, 1, 0.0, 0.42857142857142855, 2, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.75, 1.4166666666666667, 15.0, 1.7142857142857142]","[0, 0, 0, 0, 0, 0]"
21,2017-04-26,20170426HHLT0,"[0, 0, 4.295454545454545, 1.1590909090909092, 2.142857142857143, 1.222222222222222]","[0, 0, 4.378378378378379, 1.4594594594594594, 2.0, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.754098360655737, 1.5245901639344264, 3.125, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.3846153846153848, 2.2, 5.777777777777778]","[0, 1, 3.375, 1.5, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.12987012987013, 4.8, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 0.9375, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 1.8947368421052633, 1.0, 0.7916666666666666]","[0, 1, 7.269230769230769, 1.5, 6.0, 0.9629629629629629]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.8571428571428568, 1.7142857142857142, 9.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.5483870967741935, 1.4, 1.0333333333333334]","[0, 0, 0.0, 0.42857142857142855, 2, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.4166666666666667, 15.0, 1.7142857142857142]","[0, 0, 0, 0, 0, 0]"
22,2017-04-27,20170427HHLT0,"[0, 0, 4.295454545454545, 1.1590909090909092, 2.142857142857143, 1.222222222222222]","[0, 0, 4.378378378378379, 1.4594594594594594, 2.0, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.754098360655737, 1.5245901639344264, 3.125, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.3846153846153848, 2.2, 5.777777777777778]","[0, 1, 2.4545454545454546, 1.090909090909091, 4, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.12987012987013, 4.8, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7, 1.02, 3.2, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 0.0, 1.3333333333333333]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.8947368421052633, 1.0, 0.7916666666666666]","[0, 0, 7.269230769230769, 1.5, 6.0, 0.9629629629629629]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.8571428571428568, 1.7142857142857142, 9.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.5483870967741935, 1.4, 1.0333333333333334]","[0, 0, 0.0, 0.42857142857142855, 2, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.4166666666666667, 15.0, 1.7142857142857142]","[0, 0, 0, 0, 0, 0]"
23,2017-04-28,20170428LTOB0,"[0, 1, 4.695652173913043, 1.3043478260869565, 1.6666666666666667, 1.1794871794871795]","[0, 0, 4.378378378378379, 1.4594594594594594, 2.0, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.754098360655737, 1.5245901639344264, 3.125, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.219178082191781, 1.1506849315068495, 3.6, 6.083333333333333]","[0, 0, 2.4545454545454546, 1.090909090909091, 4, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.12987012987013, 4.8, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.02, 3.2, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.0, 1.3333333333333333]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.8947368421052633, 1.0, 0.7916666666666666]","[0, 1, 6.517241379310345, 1.4482758620689655, 6.5, 0.9666666666666666]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.8571428571428568, 1.7142857142857142, 9.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.5483870967741935, 1.4, 1.0333333333333334]","[0, 0, 0.0, 0.42857142857142855, 2, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.4166666666666667, 15.0, 1.7142857142857142]","[0, 0, 0, 0, 0, 0]"
24,2017-04-29,20170429LTOB0,"[0, 1, 4.959183673469388, 1.2857142857142858, 1.6666666666666667, 1.1666666666666665]","[0, 0, 4.378378378378379, 1.4594594594594594, 2.0, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.754098360655737, 1.5245901639344264, 3.125, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.219178082191781, 1.1506849315068495, 3.6, 6.083333333333333]","[0, 0, 2.4545454545454546, 1.090909090909091, 4, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.640449438202247, 1.247191011235955, 5.5, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.02, 3.2, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.0, 1.3333333333333333]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.8947368421052633, 1.0, 0.7916666666666666]","[0, 0, 6.517241379310345, 1.4482758620689655, 6.5, 0.9666666666666666]","[0, 0, 18.0, 3.0, 0, 1.0]","[0, 0, 3.8571428571428568, 1.7142857142857142, 9.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.090909090909091, 1.4545454545454546, 1.8, 1.0]","[0, 1, 0.0, 0.5454545454545455, 3, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.4166666666666667, 15.0, 1.7142857142857142]","[0, 0, 0, 0, 0, 0]"
