,date,game_key,장민익,임진우,이현호,안규영,니퍼트,강동연,김명성,윤명준,함덕주,박진우,홍영현,한주성,최병욱,전용훈,박성민,채지선,남경호,고봉재,보우덴,김성배,정재훈,장원준,이현승,이용찬,이원재,이용호,김강률,홍상삼,진야곱,성영훈,유희관,조승수,오현택,고원준,허준혁,오장훈
10,2016-04-14,20160414OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.090909090909091, 0.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.1891891891891895, 1.135135135135135, 5.333333333333333, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.375, 10.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.7826086956521738, 2.0, 1.5333333333333334]","[0, 0, 3.0, 1.5, 1.4, 6.0]","[0, 0, 4.909090909090909, 1.3636363636363638, 1.5, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.434782608695652, 1.3333333333333333, 1.5333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.4375, 2.4375, 4.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.3333333333333333, 6, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.7999999999999998, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]"
11,2016-04-15,20160415SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 0.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1891891891891895, 1.135135135135135, 5.333333333333333, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.375, 10.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.9310344827586207, 0.7241379310344828, 2.5, 1.611111111111111]","[0, 0, 3.0, 1.5, 1.4, 6.0]","[0, 1, 5.785714285714286, 1.5, 2.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.434782608695652, 1.3333333333333333, 1.5333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 12.461538461538462, 2.5384615384615388, 2.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.3333333333333333, 6, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]"
12,2016-04-17,20160417SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 0.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1891891891891895, 1.135135135135135, 5.333333333333333, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.6923076923076923, 0.8461538461538461, 6.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.8181818181818182, 0.8181818181818182, 2.75, 1.5714285714285714]","[0, 0, 3.0, 1.5, 1.4, 6.0]","[0, 0, 5.785714285714286, 1.5, 2.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.5, 1.6666666666666667, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.5384615384615388, 2.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.3333333333333333, 6, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]"
13,2016-04-19,20160419OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 0.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1891891891891895, 1.135135135135135, 5.333333333333333, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6923076923076923, 0.8461538461538461, 6.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.75, 0.9166666666666666, 2.2, 1.5]","[1, 0, 4.263157894736842, 1.5, 2.142857142857143, 6.333333333333333]","[0, 1, 4.764705882352941, 1.4117647058823528, 2.5, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.793103448275862, 1.4482758620689655, 1.5, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.5384615384615388, 2.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2857142857142856, 0.42857142857142855, 8.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]"
14,2016-04-20,20160420OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0714285714285714, 0.0, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.4545454545454546, 0.9818181818181819, 8.666666666666666, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6923076923076923, 0.8461538461538461, 6.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.75, 0.9166666666666666, 2.2, 1.5]","[0, 0, 4.263157894736842, 1.5, 2.142857142857143, 6.333333333333333]","[0, 0, 4.764705882352941, 1.4117647058823528, 2.5, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.5, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.5384615384615388, 2.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.125, 0.5, 8.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.3846153846153848, 2, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]"
15,2016-04-21,20160421OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0714285714285714, 0.0, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 8.666666666666666, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6923076923076923, 0.8461538461538461, 6.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.75, 0.9166666666666666, 2.2, 1.5]","[0, 0, 4.263157894736842, 1.5, 2.142857142857143, 6.333333333333333]","[0, 0, 4.764705882352941, 1.4117647058823528, 2.5, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.5384615384615388, 2.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.5, 8.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 0.9473684210526316, 3, 1.5833333333333333]","[0, 0, 0, 0, 0, 0]"
16,2016-04-22,20160422HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0588235294117647, 0.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 8.666666666666666, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6923076923076923, 0.8461538461538461, 6.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.75, 0.9166666666666666, 2.2, 1.5]","[0, 0, 4.263157894736842, 1.5, 2.142857142857143, 6.333333333333333]","[0, 0, 4.764705882352941, 1.4117647058823528, 2.5, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.043478260869565, 1.7608695652173911, 2.0, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0, 0.5555555555555556, 4.5, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 0.9473684210526316, 3, 1.5833333333333333]","[0, 0, 0, 0, 0, 0]"
17,2016-04-23,20160423HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0588235294117647, 0.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 8.666666666666666, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.45, 0.75, 4.25, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.6923076923076923, 0.8461538461538461, 2.4, 1.4444444444444444]","[0, 0, 4.263157894736842, 1.5, 2.142857142857143, 6.333333333333333]","[0, 1, 4.05, 1.3499999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.7608695652173911, 2.0, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0, 0.5555555555555556, 4.5, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 0.9473684210526316, 3, 1.5833333333333333]","[0, 0, 0, 0, 0, 0]"
18,2016-04-24,20160424HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0588235294117647, 0.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 8.666666666666666, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.45, 0.75, 4.25, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.6, 0.7333333333333333, 3.0, 1.5]","[1, 0, 3.8571428571428568, 1.6607142857142856, 1.5454545454545454, 6.222222222222222]","[0, 1, 3.5217391304347827, 1.1739130434782608, 4.5, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.7608695652173911, 2.0, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7419354838709677, 0.6774193548387096, 5.0, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 0.9473684210526316, 3, 1.5833333333333333]","[0, 0, 0, 0, 0, 0]"
19,2016-04-26,20160426SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0588235294117647, 0.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.471428571428571, 1.2, 6.166666666666667, 5.833333333333333]","[0, 1, 27.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.45, 0.75, 4.25, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6, 0.7333333333333333, 3.0, 1.5]","[0, 0, 3.8571428571428568, 1.6607142857142856, 1.5454545454545454, 6.222222222222222]","[0, 1, 4.153846153846154, 1.153846153846154, 5.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.7608695652173911, 2.0, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7419354838709677, 0.7741935483870968, 5.0, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 0.9473684210526316, 3, 1.5833333333333333]","[0, 0, 0, 0, 0, 0]"
20,2016-04-27,20160427SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0588235294117647, 0.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.471428571428571, 1.2, 6.166666666666667, 5.833333333333333]","[0, 0, 27.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 4.0, 1.0, 0.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.45, 0.75, 4.25, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6, 0.7333333333333333, 3.0, 1.5]","[0, 0, 3.8571428571428568, 1.6607142857142856, 1.5454545454545454, 6.222222222222222]","[0, 0, 4.153846153846154, 1.153846153846154, 5.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.2, 0.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.7608695652173911, 2.0, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 0.7741935483870968, 5.0, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.2399999999999998, 0.96, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]"
21,2016-04-28,20160428SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0588235294117647, 0.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.471428571428571, 1.2, 6.166666666666667, 5.833333333333333]","[0, 0, 27.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 0.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.45, 0.75, 4.25, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.54, 0.6599999999999999, 3.4, 1.5151515151515154]","[0, 0, 3.8571428571428568, 1.6607142857142856, 1.5454545454545454, 6.222222222222222]","[0, 1, 4.21875, 1.125, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 0.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.2388059701492535, 1.5223880597014927, 1.75, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 0.7741935483870968, 5.0, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 0.96, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]"
22,2016-04-29,20160429OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0588235294117647, 0.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.471428571428571, 1.2, 6.166666666666667, 5.833333333333333]","[0, 0, 27.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 0.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.0384615384615385, 0.8461538461538461, 4.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.54, 0.6599999999999999, 3.4, 1.5151515151515154]","[0, 0, 3.8571428571428568, 1.6607142857142856, 1.5454545454545454, 6.222222222222222]","[0, 0, 4.21875, 1.125, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9375, 0.5, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.5223880597014927, 1.75, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 0.7741935483870968, 5.0, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 0.96, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]"
23,2016-04-30,20160430OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0588235294117647, 0.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.471428571428571, 1.2, 6.166666666666667, 5.833333333333333]","[0, 0, 27.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 0.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.8461538461538461, 4.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.4909090909090909, 0.6545454545454545, 3.6, 1.5277777777777777]","[1, 0, 2.8800000000000003, 1.4, 1.7692307692307692, 6.25]","[0, 1, 4.090909090909091, 1.1818181818181819, 5.5, 1.1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.9375, 0.5, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.5223880597014927, 1.75, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.588235294117647, 0.9705882352941176, 5.0, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 0.96, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]"
24,2016-05-01,20160501OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0588235294117647, 0.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.068181818181818, 1.2954545454545454, 5.375, 5.866666666666666]","[0, 0, 27.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 0.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.8461538461538461, 4.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.396551724137931, 0.7241379310344828, 3.8, 1.487179487179487]","[0, 0, 2.8800000000000003, 1.4, 1.7692307692307692, 6.25]","[0, 1, 3.6486486486486487, 1.2162162162162162, 6.0, 1.1212121212121213]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.5517241379310345, 1.2, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.9375, 0.5, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.5223880597014927, 1.75, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5, 1.0, 5.5, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 0.96, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]"
