,date,game_key,김대유,김용주,조근종,류희운,조현우,김민수,엄상백,정성곤,주권,김재윤,배제성,조한욱,박세진,김태오,이대은,조병욱,이정현,이종혁,최건,김민,신병률,박시윤,박주현,쿠에바스,이정훈,손동현,알칸타라,전용주,이상동,이선우,금민철,전유수,윤근영,이상화,하준호,배우열
59,2019-06-02,20190602OBKT0,"[0, 1, 1.0, 1.0, 1.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 2.0, 2.0, 1.0]","[0, 1, 2.25, 1.5, 0.75, 1.3333333333333333]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 0, 4.395348837209303, 1.3604651162790697, 1.5714285714285714, 1.1466666666666667]","[0, 0, 4.709302325581396, 1.3604651162790697, 2.1666666666666665, 1.1025641025641026]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[1, 0, 3.3451327433628317, 1.4336283185840708, 1.4545454545454546, 3.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0890052356020945, 1.4764397905759163, 1.5517241379310345, 5.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.3043478260869565, 3.5625, 6.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.518987341772151, 1.89873417721519, 0.8095238095238095, 1.097222222222222]","[0, 0, 2.7757009345794392, 1.0654205607476637, 4.444444444444445, 7.133333333333333]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6222222222222222, 1.105263157894737, 4.090909090909091]","[0, 1, 5.625, 1.8125, 1.1818181818181819, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
60,2019-06-04,20190604KTLG0,"[0, 0, 1.0, 1.0, 1.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 3.0, 1.0]","[0, 0, 2.25, 1.5, 0.75, 1.3333333333333333]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 0, 4.395348837209303, 1.3604651162790697, 1.5714285714285714, 1.1466666666666667]","[0, 0, 4.709302325581396, 1.3604651162790697, 2.1666666666666665, 1.1025641025641026]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 3.3451327433628317, 1.4336283185840708, 1.4545454545454546, 3.424242424242424]","[0, 1, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0890052356020945, 1.4764397905759163, 1.5517241379310345, 5.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.408163265306122, 1.2551020408163267, 3.5294117647058822, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.333333333333333, 1.9259259259259258, 0.8181818181818182, 1.08]","[0, 0, 2.7757009345794392, 1.0654205607476637, 4.444444444444445, 7.133333333333333]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6222222222222222, 1.105263157894737, 4.090909090909091]","[0, 0, 5.625, 1.8125, 1.1818181818181819, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
61,2019-06-05,20190605KTLG0,"[0, 0, 1.0, 1.0, 1.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 1.0]","[0, 1, 1.6875, 1.5, 1.0, 1.3333333333333333]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 1, 4.247191011235955, 1.3146067415730336, 1.6428571428571428, 1.141025641025641]","[0, 0, 4.709302325581396, 1.3604651162790697, 2.1666666666666665, 1.1025641025641026]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 3.3451327433628317, 1.4336283185840708, 1.4545454545454546, 3.424242424242424]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0890052356020945, 1.4764397905759163, 1.5517241379310345, 5.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.2551020408163267, 3.5294117647058822, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.333333333333333, 1.9259259259259258, 0.8181818181818182, 1.08]","[1, 0, 2.722689075630252, 1.0714285714285714, 5.111111111111111, 7.212121212121212]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6222222222222222, 1.105263157894737, 4.090909090909091]","[0, 0, 5.625, 1.8125, 1.1818181818181819, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
62,2019-06-06,20190606KTLG0,"[0, 0, 1.0, 1.0, 1.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 1.0]","[0, 1, 2.8421052631578947, 1.4210526315789473, 1.2, 1.2666666666666666]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 1, 4.5, 1.4, 1.6428571428571428, 1.1111111111111112]","[0, 1, 4.550561797752809, 1.348314606741573, 2.3333333333333335, 1.0987654320987654]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 3.3451327433628317, 1.4336283185840708, 1.4545454545454546, 3.424242424242424]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0890052356020945, 1.4764397905759163, 1.5517241379310345, 5.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.2551020408163267, 3.5294117647058822, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.333333333333333, 1.9259259259259258, 0.8181818181818182, 1.08]","[0, 0, 2.722689075630252, 1.0714285714285714, 5.111111111111111, 7.212121212121212]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.859999999999999, 1.66, 1.0, 4.166666666666667]","[0, 1, 5.1923076923076925, 1.8461538461538463, 1.0833333333333333, 0.8253968253968254]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
63,2019-06-07,20190607LTKT0,"[0, 0, 1.0, 1.0, 1.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 1.0]","[0, 0, 2.8421052631578947, 1.4210526315789473, 1.2, 1.2666666666666666]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 0, 4.5, 1.4, 1.6428571428571428, 1.1111111111111112]","[0, 0, 4.550561797752809, 1.348314606741573, 2.3333333333333335, 1.0987654320987654]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 3.3451327433628317, 1.4336283185840708, 1.4545454545454546, 3.424242424242424]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.966981132075471, 1.4433962264150944, 1.5483870967741935, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.2551020408163267, 3.5294117647058822, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.071428571428572, 1.9285714285714286, 0.8181818181818182, 1.0769230769230769]","[0, 0, 2.722689075630252, 1.0714285714285714, 5.111111111111111, 7.212121212121212]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.66, 1.0, 4.166666666666667]","[0, 1, 5.09433962264151, 1.811320754716981, 1.0833333333333333, 0.8030303030303031]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
64,2019-06-08,20190608LTKT0,"[0, 0, 1.0, 1.0, 1.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 1.0]","[0, 1, 2.4545454545454546, 1.3636363636363638, 1.2, 1.222222222222222]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 0, 4.5, 1.4, 1.6428571428571428, 1.1111111111111112]","[0, 0, 4.550561797752809, 1.348314606741573, 2.3333333333333335, 1.0987654320987654]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[1, 0, 4.57258064516129, 1.5725806451612903, 1.36, 3.4444444444444446]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.966981132075471, 1.4433962264150944, 1.5483870967741935, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.2551020408163267, 3.5294117647058822, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.071428571428572, 1.9285714285714286, 0.8181818181818182, 1.0769230769230769]","[0, 0, 2.722689075630252, 1.0714285714285714, 5.111111111111111, 7.212121212121212]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.66, 1.0, 4.166666666666667]","[0, 0, 5.09433962264151, 1.811320754716981, 1.0833333333333333, 0.8030303030303031]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
65,2019-06-09,20190609LTKT0,"[0, 0, 1.0, 1.0, 1.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 1.0]","[0, 0, 2.4545454545454546, 1.3636363636363638, 1.2, 1.222222222222222]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 1, 4.935483870967742, 1.4838709677419355, 1.5333333333333334, 1.1071428571428572]","[0, 1, 5.4, 1.4333333333333333, 1.875, 1.0714285714285714]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.57258064516129, 1.5725806451612903, 1.36, 3.4444444444444446]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.966981132075471, 1.4433962264150944, 1.5483870967741935, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.9326923076923075, 1.3125, 2.9047619047619047, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.071428571428572, 1.9285714285714286, 0.8181818181818182, 1.0769230769230769]","[0, 0, 2.722689075630252, 1.0714285714285714, 5.111111111111111, 7.212121212121212]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.66, 1.0, 4.166666666666667]","[0, 0, 5.09433962264151, 1.811320754716981, 1.0833333333333333, 0.8030303030303031]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
66,2019-06-11,20190611SKKT0,"[0, 1, 0.9, 1.0, 1.0, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 0.8999999999999999, 2.0, 1.1111111111111112]","[0, 0, 2.4545454545454546, 1.3636363636363638, 1.2, 1.222222222222222]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 0, 4.935483870967742, 1.4838709677419355, 1.5333333333333334, 1.1071428571428572]","[0, 0, 5.4, 1.4333333333333333, 1.875, 1.0714285714285714]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.57258064516129, 1.5725806451612903, 1.36, 3.4444444444444446]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.966981132075471, 1.4433962264150944, 1.5483870967741935, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.9326923076923075, 1.3125, 2.9047619047619047, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[1, 0, 3.05859375, 1.125, 5.333333333333333, 7.111111111111111]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.66, 1.0, 4.166666666666667]","[0, 0, 5.09433962264151, 1.811320754716981, 1.0833333333333333, 0.8030303030303031]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
67,2019-06-12,20190612SKKT0,"[0, 0, 0.9, 1.0, 1.0, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.8999999999999999, 2.0, 1.1111111111111112]","[0, 1, 1.8620689655172413, 1.0344827586206897, 1.6, 1.380952380952381]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 0, 4.935483870967742, 1.4838709677419355, 1.5333333333333334, 1.1071428571428572]","[0, 0, 5.4, 1.4333333333333333, 1.875, 1.0714285714285714]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.57258064516129, 1.5725806451612903, 1.36, 3.4444444444444446]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 1, 5.879032258064516, 1.6451612903225805, 1.08, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.966981132075471, 1.4433962264150944, 1.5483870967741935, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.9326923076923075, 1.3125, 2.9047619047619047, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.05859375, 1.125, 5.333333333333333, 7.111111111111111]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 1, 13.5, 2.0, 0.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 4.576271186440678, 1.6779661016949152, 1.1666666666666667, 0.855072463768116]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
68,2019-06-13,20190613SKKT0,"[0, 0, 0.9, 1.0, 1.0, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.8999999999999999, 2.0, 1.1111111111111112]","[0, 0, 1.8620689655172413, 1.0344827586206897, 1.6, 1.380952380952381]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 0, 4.935483870967742, 1.4838709677419355, 1.5333333333333334, 1.1071428571428572]","[0, 1, 5.34065934065934, 1.4175824175824177, 2.0, 1.0459770114942528]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.57258064516129, 1.5725806451612903, 1.36, 3.4444444444444446]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 5.879032258064516, 1.6451612903225805, 1.08, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.716157205240174, 1.480349344978166, 1.3157894736842106, 5.871794871794871]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.9326923076923075, 1.3125, 2.9047619047619047, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.05859375, 1.125, 5.333333333333333, 7.111111111111111]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 13.5, 2.0, 0.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 1, 4.868852459016393, 1.7704918032786887, 1.1666666666666667, 0.8472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
69,2019-06-14,20190614KTSS0,"[0, 0, 0.9, 1.0, 1.0, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.8999999999999999, 2.0, 1.1111111111111112]","[0, 1, 2.3823529411764706, 1.1470588235294117, 1.8, 1.4166666666666667]","[0, 1, 13.186046511627907, 2.8604651162790695, 0.6428571428571429, 1.023809523809524]","[0, 1, 4.831578947368421, 1.4526315789473683, 1.5333333333333334, 1.0919540229885059]","[0, 0, 5.34065934065934, 1.4175824175824177, 2.0, 1.0459770114942528]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[1, 0, 4.3125, 1.5, 1.2758620689655173, 3.6923076923076925]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 5.879032258064516, 1.6451612903225805, 1.08, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.716157205240174, 1.480349344978166, 1.3157894736842106, 5.871794871794871]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.9326923076923075, 1.3125, 2.9047619047619047, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.05859375, 1.125, 5.333333333333333, 7.111111111111111]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 1, 9.529411764705882, 1.4117647058823528, 0.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 0, 4.868852459016393, 1.7704918032786887, 1.1666666666666667, 0.8472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
70,2019-06-15,20190615KTSS0,"[0, 0, 0.9, 1.0, 1.0, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.8999999999999999, 2.0, 1.1111111111111112]","[0, 1, 2.1891891891891895, 1.135135135135135, 2.0, 1.3703703703703705]","[0, 1, 11.571428571428571, 2.5102040816326534, 0.8571428571428571, 1.0888888888888888]","[0, 0, 4.831578947368421, 1.4526315789473683, 1.5333333333333334, 1.0919540229885059]","[0, 1, 5.225806451612903, 1.3870967741935485, 2.0, 1.0333333333333334]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.3125, 1.5, 1.2758620689655173, 3.6923076923076925]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 5.879032258064516, 1.6451612903225805, 1.08, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 2.4545454545454546, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.716157205240174, 1.480349344978166, 1.3157894736842106, 5.871794871794871]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.422413793103448, 1.267241379310345, 2.6666666666666665, 5.948717948717948]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.9090909090909092, 0.782608695652174, 1.0864197530864197]","[0, 0, 3.05859375, 1.125, 5.333333333333333, 7.111111111111111]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 9.529411764705882, 1.4117647058823528, 0.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.660714285714286, 1.5357142857142858, 1.0833333333333333, 4.3076923076923075]","[0, 0, 4.868852459016393, 1.7704918032786887, 1.1666666666666667, 0.8472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
