,date,game_key,박시영,이경우,이지모,김원중,김성호,홍성민,박진형,이성민,박세웅,김유영,최영환,박한길,차재용,배제성,린드블럼,레일리,안태경,박종무,한승혁,김영일,김성재,김남길,강영식,정대현,이명우,이정민,윤길현,노경은,허준혁,손승락,배장호,이재곤,송승준,강승현,진명호
52,2016-06-05,20160605NCLT0,"[0, 1, 8.1, 1.5, 2.2, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5, 1.0, 1.6666666666666667, 0.8571428571428571]","[0, 0, 3.253012048192771, 1.4457831325301205, 1.4375, 1.8444444444444446]","[0, 0, 7.9714285714285715, 2.0, 1.0, 3.5]","[0, 0, 6.023076923076923, 1.7769230769230768, 1.9545454545454546, 4.814814814814815]","[0, 1, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.054187192118226, 1.3596059113300492, 2.44, 6.151515151515152]","[0, 0, 3.0618556701030926, 1.3144329896907216, 2.380952380952381, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.7307692307692308, 1.2857142857142858, 0.48148148148148145]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 9.818181818181818, 1.8181818181818181, 1.1428571428571428, 0.5789473684210527]","[0, 1, 4.333333333333333, 1.4074074074074074, 5.0, 1.173913043478261]","[0, 0, 2.953125, 1.171875, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.4, 2.6666666666666665, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 1, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
53,2016-06-07,20160607LTSK0,"[0, 0, 8.1, 1.5, 2.2, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.5, 1.6666666666666667, 0.75]","[0, 0, 3.253012048192771, 1.4457831325301205, 1.4375, 1.8444444444444446]","[0, 0, 7.9714285714285715, 2.0, 1.0, 3.5]","[0, 0, 6.023076923076923, 1.7769230769230768, 1.9545454545454546, 4.814814814814815]","[0, 0, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.054187192118226, 1.3596059113300492, 2.44, 6.151515151515152]","[1, 0, 2.80188679245283, 1.3018867924528301, 2.125, 6.424242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.7307692307692308, 1.2857142857142858, 0.48148148148148145]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 9.818181818181818, 1.8181818181818181, 1.1428571428571428, 0.5789473684210527]","[0, 0, 4.333333333333333, 1.4074074074074074, 5.0, 1.173913043478261]","[0, 0, 2.953125, 1.171875, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 1.3125, 3.1666666666666665, 0.9411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
54,2016-06-08,20160608LTSK0,"[0, 0, 8.1, 1.5, 2.2, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 1.3499999999999999, 2.0, 0.7407407407407408]","[0, 0, 3.253012048192771, 1.4457831325301205, 1.4375, 1.8444444444444446]","[0, 0, 7.9714285714285715, 2.0, 1.0, 3.5]","[1, 0, 5.084415584415584, 1.6363636363636362, 2.0, 5.133333333333334]","[0, 0, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.054187192118226, 1.3596059113300492, 2.44, 6.151515151515152]","[0, 0, 2.80188679245283, 1.3018867924528301, 2.125, 6.424242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.0, 1.8888888888888888, 1.125, 0.47368421052631576]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 9.818181818181818, 1.8181818181818181, 1.1428571428571428, 0.5789473684210527]","[0, 0, 4.333333333333333, 1.4074074074074074, 5.0, 1.173913043478261]","[0, 0, 2.953125, 1.171875, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 1.4423076923076925, 2.7142857142857144, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
55,2016-06-09,20160609LTSK0,"[0, 0, 8.1, 1.5, 2.2, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.3499999999999999, 2.0, 0.7407407407407408]","[1, 0, 3.1153846153846154, 1.2403846153846154, 1.8333333333333333, 2.1666666666666665]","[0, 1, 9.0, 2.0526315789473686, 1.0, 3.4545454545454546]","[0, 0, 5.084415584415584, 1.6363636363636362, 2.0, 5.133333333333334]","[0, 0, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.054187192118226, 1.3596059113300492, 2.44, 6.151515151515152]","[0, 0, 2.80188679245283, 1.3018867924528301, 2.125, 6.424242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.7, 1.125, 0.5]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 9.818181818181818, 1.8181818181818181, 1.1428571428571428, 0.5789473684210527]","[0, 1, 4.5, 1.4642857142857142, 5.4, 1.1666666666666667]","[0, 0, 2.953125, 1.171875, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.4423076923076925, 2.7142857142857144, 0.9629629629629629]","[0, 1, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
56,2016-06-10,20160610LTOB0,"[0, 1, 8.217391304347826, 1.434782608695652, 1.8333333333333333, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.2272727272727273, 2.0, 0.7333333333333333]","[0, 0, 3.1153846153846154, 1.2403846153846154, 1.8333333333333333, 2.1666666666666665]","[0, 0, 9.0, 2.0526315789473686, 1.0, 3.4545454545454546]","[0, 0, 5.084415584415584, 1.6363636363636362, 2.0, 5.133333333333334]","[0, 0, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.054187192118226, 1.3596059113300492, 2.44, 6.151515151515152]","[0, 0, 2.80188679245283, 1.3018867924528301, 2.125, 6.424242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4838709677419355, 1.6451612903225805, 1.125, 0.4920634920634921]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[1, 0, 12.272727272727272, 2.090909090909091, 1.0, 0.55]","[0, 0, 4.5, 1.4642857142857142, 5.4, 1.1666666666666667]","[0, 0, 2.953125, 1.171875, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.4423076923076925, 2.7142857142857144, 0.9629629629629629]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
57,2016-06-11,20160611LTOB0,"[0, 1, 6.3, 1.1, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.2272727272727273, 2.0, 0.7333333333333333]","[0, 0, 3.1153846153846154, 1.2403846153846154, 1.8333333333333333, 2.1666666666666665]","[0, 1, 8.479338842975206, 1.933884297520661, 1.0454545454545454, 3.361111111111111]","[0, 0, 5.084415584415584, 1.6363636363636362, 2.0, 5.133333333333334]","[0, 0, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.44954128440367, 1.4174311926605503, 2.2413793103448274, 6.055555555555556]","[0, 0, 2.80188679245283, 1.3018867924528301, 2.125, 6.424242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4838709677419355, 1.6451612903225805, 1.125, 0.4920634920634921]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 12.272727272727272, 2.090909090909091, 1.0, 0.55]","[0, 1, 4.2, 1.4333333333333333, 4.142857142857143, 1.2]","[0, 0, 2.953125, 1.171875, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.607142857142857, 2.2, 0.9824561403508772]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
58,2016-06-12,20160612LTOB0,"[0, 0, 6.3, 1.1, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.2272727272727273, 2.0, 0.7333333333333333]","[0, 0, 3.1153846153846154, 1.2403846153846154, 1.8333333333333333, 2.1666666666666665]","[0, 0, 8.479338842975206, 1.933884297520661, 1.0454545454545454, 3.361111111111111]","[0, 0, 5.084415584415584, 1.6363636363636362, 2.0, 5.133333333333334]","[0, 0, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.44954128440367, 1.4174311926605503, 2.2413793103448274, 6.055555555555556]","[1, 0, 3.128755364806867, 1.2875536480686693, 2.230769230769231, 6.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4838709677419355, 1.6451612903225805, 1.125, 0.4920634920634921]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 12.272727272727272, 2.090909090909091, 1.0, 0.55]","[0, 0, 4.2, 1.4333333333333333, 4.142857142857143, 1.2]","[0, 0, 2.953125, 1.171875, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.55, 2.090909090909091, 1.0]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
59,2016-06-14,20160614LTWO0,"[0, 0, 6.3, 1.1, 2.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.2272727272727273, 2.0, 0.7333333333333333]","[0, 0, 3.1153846153846154, 1.2403846153846154, 1.8333333333333333, 2.1666666666666665]","[0, 1, 8.40983606557377, 1.9426229508196722, 1.0, 3.128205128205128]","[1, 0, 4.5523255813953485, 1.569767441860465, 2.1153846153846154, 5.212121212121212]","[0, 0, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.44954128440367, 1.4174311926605503, 2.2413793103448274, 6.055555555555556]","[0, 0, 3.128755364806867, 1.2875536480686693, 2.230769230769231, 6.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.090909090909091, 1.6363636363636365, 1.25, 0.5]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 12.272727272727272, 2.090909090909091, 1.0, 0.55]","[0, 0, 4.2, 1.4333333333333333, 4.142857142857143, 1.2]","[0, 0, 2.953125, 1.171875, 3.0, 0.9696969696969696]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.55, 2.090909090909091, 1.0]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
60,2016-06-15,20160615LTWO0,"[0, 1, 5.5588235294117645, 1.0588235294117647, 1.8571428571428572, 2.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 1.6363636363636365, 1.5, 0.6666666666666666]","[1, 0, 4.339285714285714, 1.3660714285714284, 1.894736842105263, 2.196078431372549]","[0, 0, 8.40983606557377, 1.9426229508196722, 1.0, 3.128205128205128]","[0, 0, 4.5523255813953485, 1.569767441860465, 2.1153846153846154, 5.212121212121212]","[0, 0, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.44954128440367, 1.4174311926605503, 2.2413793103448274, 6.055555555555556]","[0, 0, 3.128755364806867, 1.2875536480686693, 2.230769230769231, 6.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 12.272727272727272, 2.090909090909091, 1.0, 0.55]","[0, 1, 3.978947368421052, 1.3894736842105262, 4.142857142857143, 1.217948717948718]","[0, 0, 2.953125, 1.171875, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.55, 2.090909090909091, 1.0]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
61,2016-06-16,20160616LTWO0,"[0, 1, 5.108108108108109, 1.054054054054054, 2.142857142857143, 2.055555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.6363636363636365, 1.5, 0.6666666666666666]","[0, 0, 4.339285714285714, 1.3660714285714284, 1.894736842105263, 2.196078431372549]","[0, 0, 8.40983606557377, 1.9426229508196722, 1.0, 3.128205128205128]","[0, 0, 4.5523255813953485, 1.569767441860465, 2.1153846153846154, 5.212121212121212]","[0, 0, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.44954128440367, 1.4174311926605503, 2.2413793103448274, 6.055555555555556]","[0, 0, 3.128755364806867, 1.2875536480686693, 2.230769230769231, 6.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[1, 0, 9.0, 1.75, 1.2, 0.7619047619047619]","[0, 1, 4.453608247422681, 1.4536082474226804, 4.142857142857143, 1.1975308641975309]","[0, 0, 2.953125, 1.171875, 3.0, 0.9696969696969696]","[0, 1, inf, inf, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.55, 2.090909090909091, 1.0]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
62,2016-06-17,20160617SKLT0,"[0, 0, 5.108108108108109, 1.054054054054054, 2.142857142857143, 2.055555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.6363636363636365, 1.5, 0.6666666666666666]","[0, 0, 4.339285714285714, 1.3660714285714284, 1.894736842105263, 2.196078431372549]","[0, 1, 8.491935483870968, 1.9838709677419353, 0.9583333333333334, 2.9523809523809526]","[0, 0, 4.5523255813953485, 1.569767441860465, 2.1153846153846154, 5.212121212121212]","[0, 0, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.077922077922079, 1.4935064935064934, 2.0, 5.923076923076923]","[0, 0, 3.128755364806867, 1.2875536480686693, 2.230769230769231, 6.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 9.0, 1.75, 1.2, 0.7619047619047619]","[0, 0, 4.453608247422681, 1.4536082474226804, 4.142857142857143, 1.1975308641975309]","[0, 0, 2.953125, 1.171875, 3.0, 0.9696969696969696]","[0, 0, inf, inf, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.55, 2.090909090909091, 1.0]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
63,2016-06-18,20160618SKLT0,"[0, 1, 4.973684210526316, 1.105263157894737, 2.142857142857143, 1.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.4799999999999995, 1.5599999999999998, 1.5, 0.6944444444444445]","[0, 0, 4.339285714285714, 1.3660714285714284, 1.894736842105263, 2.196078431372549]","[0, 0, 8.491935483870968, 1.9838709677419353, 0.9583333333333334, 2.9523809523809526]","[0, 0, 4.5523255813953485, 1.569767441860465, 2.1153846153846154, 5.212121212121212]","[0, 0, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.077922077922079, 1.4935064935064934, 2.0, 5.923076923076923]","[1, 0, 3.046692607003891, 1.2957198443579765, 2.3333333333333335, 6.58974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 9.0, 1.75, 1.2, 0.7619047619047619]","[0, 0, 4.453608247422681, 1.4536082474226804, 4.142857142857143, 1.1975308641975309]","[0, 0, 2.953125, 1.171875, 3.0, 0.9696969696969696]","[0, 0, inf, inf, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.55, 2.090909090909091, 1.0]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
64,2016-06-19,20160619SKLT0,"[0, 0, 4.973684210526316, 1.105263157894737, 2.142857142857143, 1.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.6666666666666665, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.586206896551724, 1.3448275862068966, 2.0, 0.7435897435897435]","[0, 0, 4.339285714285714, 1.3660714285714284, 1.894736842105263, 2.196078431372549]","[0, 0, 8.491935483870968, 1.9838709677419353, 0.9583333333333334, 2.9523809523809526]","[1, 0, 4.476683937823834, 1.4922279792746116, 2.206896551724138, 5.361111111111111]","[0, 0, 6.381818181818182, 1.6363636363636365, 1.8571428571428572, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.077922077922079, 1.4935064935064934, 2.0, 5.923076923076923]","[0, 0, 3.046692607003891, 1.2957198443579765, 2.3333333333333335, 6.58974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.375, 0.4927536231884058]","[0, 0, 4.609756097560976, 1.975609756097561, 0.6, 0.6833333333333333]","[0, 0, 9.0, 1.75, 1.2, 0.7619047619047619]","[0, 1, 4.363636363636364, 1.4848484848484849, 3.75, 1.1785714285714286]","[0, 1, 3.3230769230769233, 1.2923076923076922, 3.1666666666666665, 0.9420289855072465]","[0, 0, inf, inf, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.55, 2.090909090909091, 1.0]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8571428571428572, 2.272727272727273, 4.2]","[0, 0, 6.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 0, 0, 0, 0]"
